age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;Sociality
28;1;casual;occasional;none;neither;75;Female;friend;None;2;v-close;>10 years;4;3;3;1;5
-5;0;work;occasional;other;giving;24;Female;friend;Lower;2;v-close;5-10 years;4;3;3;4;4
18;1;work;occasional;you;receiving;47;Male;supervisor;Higher;0;v-close;<2 years;3;2;2;2;4
20;1;family;occasional;you;neither;49;Male;parent;Higher;1;v-close;>10 years;4;4;4;4;4
20;1;family;occasional;other;neither;49;Male;parent;Higher;1;v-close;>10 years;4;4;4;4;4
-3;0;sport;regular;none;neither;26;Female;coWorker;Lower;0;v-close;<2 years;1;2;3;2;5
-3;0;sport;occasional;other;neither;26;Female;coWorker;Lower;0;v-close;<2 years;1;2;3;2;5
3;0;casual;regular;none;neither;32;Female;coWorker;Lower;-1;v-close;<2 years;3;2;2;3;5
-3;0;casual;occasional;none;neither;26;Female;coWorker;Lower;0;v-close;<2 years;1;2;3;2;4
12;0;work;occasional;other;giving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;;2;3
12;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;;2;3
28;1;family;regular;none;neither;56;Female;parent;None;0;v-close;>10 years;2;2;;3;4
28;1;family;occasional;you;neither;56;Female;parent;None;0;v-close;>10 years;2;2;;3;6
2;1;sport;occasional;other;neither;30;Female;coWorker;None;-1;v-close;<2 years;1;1;;2;2
12;0;casual;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;;2;5
12;0;casual;occasional;other;giving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;;2;3
2;0;casual;occasional;none;neither;30;Male;friend;None;2;v-close;<2 years;4;5;4;5;5
-3;1;work;occasional;other;giving;31;Female;friend;Lower;-1;close;>10 years;4;2;1;2;5
26;0;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;>10 years;4;3;4;4;5
-3;1;family;regular;none;neither;31;Female;extendedFamily;Lower;1;v-far;>10 years;3;4;3;4;5
-3;1;family;occasional;you;neither;31;Female;extendedFamily;Lower;1;v-far;>10 years;3;4;3;4;4
-3;1;sport;occasional;other;neither;31;Female;friend;Lower;-1;close;>10 years;4;2;1;2;4
11;1;casual;regular;none;neither;45;Female;neighbour;None;1;v-close;2-5 years;2;3;4;4;5
26;0;casual;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;>10 years;4;3;4;4;5
11;1;casual;occasional;other;giving;45;Female;neighbour;None;1;v-close;2-5 years;2;3;4;4;6
26;0;work;regular;none;neither;60;Male;supervisor;Higher;0;v-close;2-5 years;2;3;;5;5
-4;1;family;regular;none;neither;30;Female;sibling;None;1;close;>10 years;5;5;3;1;6
-4;1;family;occasional;you;neither;30;Female;sibling;None;1;close;>10 years;5;5;3;1;5
-4;1;family;occasional;other;neither;30;Female;sibling;None;1;close;>10 years;5;5;3;1;6
1;1;sport;regular;none;neither;35;Female;friend;None;1;close;2-5 years;4;4;5;1;6
1;1;sport;occasional;other;neither;35;Female;friend;None;1;close;2-5 years;4;4;5;1;5
26;0;casual;occasional;you;receiving;60;Male;supervisor;Higher;0;v-close;2-5 years;2;3;;5;5
26;0;casual;occasional;none;neither;60;Male;supervisor;Higher;0;v-close;2-5 years;2;3;;5;3
-2;1;work;occasional;other;giving;35;Male;friend;None;2;v-close;>10 years;4;3;4;1;6
0;1;work;occasional;you;receiving;37;Male;supervisor;Higher;2;v-close;2-5 years;3;4;3;4;6
0;0;family;occasional;you;neither;37;Female;partner;None;2;v-close;>10 years;5;5;4;5;6
0;0;family;occasional;other;neither;37;Female;partner;None;2;v-close;>10 years;5;5;4;5;1
43;0;sport;regular;none;neither;80;Other;other;Lower;-2;v-far;>10 years;3;1;1;;6
43;0;casual;regular;none;neither;80;Other;other;Lower;-2;v-far;>10 years;3;1;1;;6
43;0;casual;occasional;you;receiving;80;Other;other;Lower;-2;v-far;>10 years;3;1;1;;1
43;0;casual;occasional;other;giving;80;Other;other;Lower;-2;v-far;>10 years;3;1;1;;1
17;0;work;occasional;other;giving;42;Male;supervisor;Higher;0;v-close;2-5 years;2;1;1;4;4
17;0;work;occasional;you;receiving;42;Male;supervisor;Higher;0;v-close;2-5 years;2;1;1;4;3
46;0;family;occasional;you;neither;71;Male;parent;None;0;v-close;>10 years;4;5;4;1;5
34;1;family;occasional;other;neither;59;Female;parent;None;-1;v-close;>10 years;4;4;2;2;2
-1;1;sport;occasional;other;neither;24;Female;other;None;-1;v-close;<2 years;1;2;1;3;4
-1;1;casual;regular;none;neither;24;Female;other;None;-1;v-close;<2 years;1;2;1;3;4
-3;1;casual;occasional;you;receiving;22;Female;friend;None;1;v-close;>10 years;4;3;2;1;4
-3;1;casual;occasional;other;giving;22;Female;friend;None;1;v-close;>10 years;4;3;2;1;6
-2;1;work;occasional;other;giving;32;Female;coWorker;None;1;v-close;<2 years;2;5;;2;3
9;1;work;regular;none;neither;43;Female;coWorker;Lower;-2;v-close;2-5 years;2;4;1;4;4
24;1;family;regular;none;neither;58;Female;parent;Lower;-1;v-close;>10 years;4;3;2;2;4
24;1;family;occasional;other;neither;58;Female;parent;Lower;-1;v-close;>10 years;4;3;2;2;6
0;1;sport;regular;none;neither;34;Female;friend;None;2;v-far;5-10 years;5;3;5;1;4
9;1;casual;regular;none;neither;43;Female;coWorker;Lower;-2;v-close;2-5 years;2;4;1;4;6
15;1;casual;occasional;other;giving;49;Female;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;2
15;1;casual;occasional;none;neither;49;Female;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;4
19;1;work;occasional;other;giving;50;Female;extendedFamily;None;-2;close;<2 years;2;1;1;1;2
14;1;work;occasional;you;receiving;45;Female;supervisor;Higher;-2;far;5-10 years;4;3;3;;4
14;1;work;regular;none;neither;45;Female;supervisor;Higher;-2;far;5-10 years;4;3;3;;5
-2;1;family;occasional;other;neither;29;Female;sibling;None;2;v-close;>10 years;5;5;5;5;5
-2;1;sport;regular;none;neither;29;Female;friend;None;2;v-close;>10 years;5;5;5;5;5
3;0;casual;regular;none;neither;34;Male;other;None;-2;v-close;<2 years;5;5;5;5;5
3;0;casual;occasional;other;giving;34;Male;other;None;-2;v-close;<2 years;5;5;5;5;4
14;1;casual;occasional;none;neither;45;Female;supervisor;Higher;-2;far;5-10 years;4;3;3;;4
29;1;work;occasional;other;giving;50;Male;supervisor;Higher;1;v-close;>10 years;5;5;3;1;5
29;1;work;regular;none;neither;50;Male;supervisor;Higher;1;v-close;>10 years;5;5;3;1;6
-2;0;family;regular;none;neither;19;Female;sibling;None;2;v-close;>10 years;5;5;4;4;6
-2;0;family;occasional;other;neither;19;Female;sibling;None;2;v-close;>10 years;5;5;4;4;6
29;1;sport;regular;none;neither;50;Male;supervisor;Higher;1;v-close;>10 years;5;5;3;1;6
3;1;sport;occasional;other;neither;24;Male;friend;None;2;v-close;5-10 years;5;5;5;1;4
29;1;casual;regular;none;neither;50;Male;supervisor;Higher;1;v-close;>10 years;5;5;3;1;6
2;1;casual;occasional;other;giving;23;Male;friend;None;-1;v-close;5-10 years;4;4;4;1;4
-1;1;work;occasional;other;giving;38;Female;friend;None;2;v-far;>10 years;5;3;3;5;5
26;0;work;occasional;you;receiving;65;Male;supervisor;Higher;2;far;>10 years;4;3;2;5;5
26;0;work;regular;none;neither;65;Male;supervisor;Higher;2;far;>10 years;4;3;2;5;4
22;1;family;regular;none;neither;61;Female;parent;None;-1;far;>10 years;5;2;3;1;5
-1;1;sport;regular;none;neither;38;Female;friend;None;2;v-far;>10 years;5;3;3;5;6
-1;1;casual;regular;none;neither;38;Female;friend;None;2;v-far;>10 years;5;3;3;5;6
26;0;casual;occasional;other;giving;65;Male;supervisor;Higher;2;far;>10 years;4;3;2;5;5
26;0;casual;occasional;none;neither;65;Male;supervisor;Higher;2;far;>10 years;4;3;2;5;6
2;1;work;occasional;you;receiving;43;Male;supervisor;Higher;2;v-far;5-10 years;5;4;4;4;5
-2;0;family;regular;none;neither;39;Female;partner;None;2;v-far;>10 years;5;5;5;5;6
-2;0;family;occasional;you;neither;39;Female;partner;None;2;v-far;>10 years;5;5;5;5;1
-2;0;family;occasional;other;neither;39;Female;partner;None;2;v-far;>10 years;5;5;5;5;3
-8;1;casual;regular;none;neither;33;Male;other;Lower;1;v-far;2-5 years;2;3;4;4;1
2;1;casual;occasional;you;receiving;43;Male;supervisor;Higher;2;v-far;5-10 years;5;4;4;4;3
-8;1;casual;occasional;other;giving;33;Male;other;Lower;1;v-far;2-5 years;2;3;4;4;4
0;0;casual;occasional;none;neither;41;Female;friend;Lower;-1;v-close;>10 years;2;2;2;2;4
1;1;work;occasional;other;giving;24;Male;friend;None;-1;v-close;>10 years;2;1;3;3;4
-7;0;family;regular;none;neither;16;Female;sibling;None;1;v-close;>10 years;3;3;3;1;5
-7;0;family;occasional;you;neither;16;Female;sibling;None;1;v-close;>10 years;3;3;3;1;5
-7;0;family;occasional;other;neither;16;Female;sibling;None;1;v-close;>10 years;3;3;3;1;2
1;1;sport;regular;none;neither;24;Male;friend;None;-1;v-close;>10 years;2;1;3;3;6
-1;1;sport;occasional;other;neither;22;Male;friend;None;2;v-far;>10 years;3;2;4;1;4
27;1;casual;occasional;you;receiving;50;Male;supervisor;Higher;0;v-close;>10 years;2;1;1;;6
7;1;casual;occasional;none;neither;30;Male;groupMember;None;1;close;<2 years;1;2;2;4;4
34;1;work;occasional;you;receiving;54;Male;supervisor;Higher;2;close;<2 years;2;3;;2;1
34;1;work;regular;none;neither;54;Male;supervisor;Higher;2;close;<2 years;2;3;;2;4
35;1;family;regular;none;neither;55;Male;parent;Higher;1;v-close;>10 years;4;5;2;3;6
35;1;family;occasional;you;neither;55;Male;parent;Higher;1;v-close;>10 years;4;5;2;3;6
0;1;casual;regular;none;neither;20;Male;friend;None;-1;v-close;2-5 years;5;2;5;1;4
0;0;casual;occasional;you;receiving;20;Female;friend;None;2;v-close;<2 years;2;4;3;1;4
0;0;casual;occasional;other;giving;20;Female;friend;None;2;v-close;<2 years;2;4;3;1;5
0;1;casual;occasional;none;neither;20;Male;friend;None;2;v-close;2-5 years;5;5;4;1;5
-10;0;work;occasional;other;giving;35;Male;supervisor;Higher;1;v-close;5-10 years;3;5;1;4;4
-10;0;work;occasional;you;receiving;35;Male;supervisor;Higher;1;v-close;5-10 years;3;5;1;4;3
20;1;family;regular;none;neither;65;Female;parent;Higher;2;v-far;>10 years;5;3;4;1;5
20;1;family;occasional;you;neither;65;Female;parent;Higher;2;v-far;>10 years;5;3;4;1;3
11;1;sport;regular;none;neither;56;Female;friend;None;1;v-close;5-10 years;3;4;1;3;4
4;1;sport;occasional;other;neither;49;Female;friend;None;-2;v-close;5-10 years;5;3;1;5;4
4;1;casual;regular;none;neither;49;Female;friend;None;-2;v-close;5-10 years;5;3;1;5;4
30;0;casual;occasional;none;neither;75;Male;neighbour;None;0;v-close;5-10 years;1;1;1;1;3
17;0;work;occasional;other;giving;61;Female;extendedFamily;None;2;v-close;>10 years;2;2;;3;5
16;1;work;occasional;you;receiving;60;Male;supervisor;Higher;2;v-far;<2 years;3;1;;3;5
-4;0;family;occasional;you;neither;40;Female;partner;None;2;v-close;>10 years;5;5;4;5;1
-4;0;family;occasional;other;neither;40;Female;partner;None;2;v-close;>10 years;5;5;4;5;5
21;0;sport;occasional;other;neither;65;Female;other;None;-2;v-far;>10 years;4;1;3;1;5
-8;1;casual;occasional;you;receiving;36;Male;friend;None;2;v-far;2-5 years;4;5;4;1;5
17;0;casual;occasional;other;giving;61;Female;extendedFamily;None;2;v-close;>10 years;2;2;;3;5
21;0;casual;occasional;none;neither;65;Female;other;None;-2;v-far;>10 years;4;1;3;1;5
-6;0;work;occasional;you;receiving;55;Female;supervisor;Higher;0;close;2-5 years;1;1;1;3;5
5;1;work;regular;none;neither;66;Male;coWorker;None;-1;close;>10 years;4;1;4;1;5
9;0;family;regular;none;neither;70;Female;partner;None;1;v-close;>10 years;5;5;2;1;5
9;0;family;occasional;other;neither;70;Female;partner;None;1;v-close;>10 years;5;5;2;1;4
5;1;sport;regular;none;neither;66;Male;coWorker;None;-1;close;>10 years;4;1;4;1;6
5;1;sport;occasional;other;neither;66;Male;coWorker;None;-1;close;>10 years;4;1;4;1;5
-6;1;casual;regular;none;neither;55;Male;neighbour;None;0;v-close;<2 years;1;3;3;3;4
-6;1;casual;occasional;other;giving;55;Male;neighbour;None;0;v-close;<2 years;1;3;3;3;4
0;0;work;occasional;other;giving;20;Female;friend;None;0;close;<2 years;2;2;;2;5
40;0;work;occasional;you;receiving;60;Female;supervisor;Higher;1;close;<2 years;3;2;2;1;5
24;0;family;regular;none;neither;44;Female;parent;None;1;v-close;>10 years;5;5;4;5;6
24;0;family;occasional;other;neither;44;Female;parent;None;1;v-close;>10 years;5;5;4;5;6
40;0;sport;occasional;other;neither;60;Female;supervisor;Higher;1;close;<2 years;3;2;2;1;5
0;1;casual;regular;none;neither;20;Male;friend;None;-2;v-close;2-5 years;3;1;1;2;5
0;0;casual;occasional;you;receiving;20;Female;friend;None;0;close;<2 years;2;2;;2;6
0;0;casual;occasional;other;giving;20;Female;friend;None;0;close;<2 years;2;2;;2;5
-11;1;work;occasional;other;giving;20;Female;friend;None;2;close;2-5 years;3;4;4;1;5
6;1;work;occasional;you;receiving;37;Female;supervisor;Higher;1;v-close;5-10 years;3;1;3;3;5
-1;1;work;regular;none;neither;30;Female;coWorker;None;0;v-close;2-5 years;2;2;2;2;6
1;0;family;occasional;other;neither;32;Male;partner;None;2;v-close;>10 years;5;5;5;1;5
4;0;sport;regular;none;neither;35;Male;other;None;-1;v-far;5-10 years;2;1;3;1;6
-11;1;sport;occasional;other;neither;20;Female;friend;None;2;close;2-5 years;3;4;4;1;5
4;0;casual;occasional;other;giving;35;Male;other;None;-1;v-far;5-10 years;2;1;3;1;5
-11;1;casual;occasional;none;neither;20;Female;friend;None;2;close;2-5 years;3;4;4;1;5
12;1;work;regular;none;neither;61;Female;supervisor;Higher;2;far;>10 years;2;2;3;5;6
25;1;family;regular;none;neither;74;Female;parent;None;2;v-close;>10 years;5;5;5;1;6
25;1;family;occasional;you;neither;74;Female;parent;None;2;v-close;>10 years;5;5;5;1;1
25;1;family;occasional;other;neither;74;Female;parent;None;2;v-close;>10 years;5;5;5;1;6
12;1;sport;regular;none;neither;61;Female;supervisor;Higher;2;far;>10 years;2;2;3;5;6
-2;1;sport;occasional;other;neither;47;Female;friend;None;1;close;>10 years;2;1;1;5;4
1;1;casual;occasional;you;receiving;50;Female;extendedFamily;Lower;-1;v-close;>10 years;3;2;1;1;6
1;1;casual;occasional;none;neither;50;Female;extendedFamily;Lower;-1;v-close;>10 years;3;2;1;1;1
-1;0;work;occasional;other;giving;37;Male;friend;None;-1;v-far;>10 years;3;1;2;4;3
28;1;work;occasional;you;receiving;66;Female;supervisor;Higher;1;v-close;5-10 years;3;2;3;3;2
-3;0;family;regular;none;neither;35;Male;sibling;None;1;close;>10 years;4;3;3;2;5
-3;0;family;occasional;other;neither;35;Male;sibling;None;1;close;>10 years;4;3;3;2;5
28;1;sport;regular;none;neither;66;Female;supervisor;Higher;1;v-close;5-10 years;3;2;3;3;6
-1;1;sport;occasional;other;neither;37;Female;friend;None;2;v-close;>10 years;5;5;3;1;3
-1;1;casual;occasional;you;receiving;37;Female;friend;None;2;v-close;>10 years;5;5;3;1;3
28;1;casual;occasional;none;neither;66;Female;supervisor;Higher;1;v-close;5-10 years;3;2;3;3;4
36;1;work;occasional;you;receiving;55;Female;supervisor;Higher;0;close;<2 years;2;2;2;5;3
1;1;work;regular;none;neither;20;Female;coWorker;None;1;v-close;<2 years;2;2;2;3;6
3;0;family;regular;none;neither;22;Male;sibling;Higher;1;v-close;>10 years;4;3;3;2;5
3;0;family;occasional;you;neither;22;Male;sibling;Higher;1;v-close;>10 years;4;3;3;2;5
1;1;sport;regular;none;neither;20;Female;coWorker;None;1;v-close;<2 years;2;2;2;3;6
0;1;sport;occasional;other;neither;19;Female;friend;None;-1;close;2-5 years;4;3;3;1;4
1;1;casual;occasional;you;receiving;20;Female;coWorker;None;1;v-close;<2 years;2;2;2;3;4
1;1;casual;occasional;none;neither;20;Female;friend;None;2;close;5-10 years;4;3;4;2;5
6;0;work;occasional;other;giving;55;Male;supervisor;Higher;-1;v-far;>10 years;1;1;1;5;2
6;0;work;occasional;you;receiving;55;Male;supervisor;Higher;-1;v-far;>10 years;1;1;1;5;3
6;0;work;regular;none;neither;55;Male;supervisor;Higher;-1;v-far;>10 years;1;1;1;5;3
-12;1;family;occasional;other;neither;37;Female;sibling;None;2;v-far;>10 years;5;5;3;1;5
6;0;sport;regular;none;neither;55;Male;supervisor;Higher;-1;v-far;>10 years;1;1;1;5;5
18;1;casual;regular;none;neither;67;Female;friend;None;-2;v-close;2-5 years;4;1;1;1;4
18;1;casual;occasional;you;receiving;67;Female;friend;None;-2;v-close;2-5 years;4;1;1;1;5
-2;1;casual;occasional;none;neither;47;Female;friend;None;2;v-close;2-5 years;4;3;3;1;2
28;1;work;occasional;other;giving;50;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;4;1
28;1;work;regular;none;neither;50;Female;supervisor;Higher;1;v-close;2-5 years;2;3;2;4;6
3;0;family;occasional;you;neither;25;Male;partner;None;2;v-close;<2 years;5;5;5;1;2
11;1;family;occasional;other;neither;33;Female;parent;None;-1;v-far;>10 years;5;1;2;4;5
8;1;sport;occasional;other;neither;30;Female;friend;None;1;v-far;2-5 years;4;3;4;1;5
4;1;casual;regular;none;neither;26;Female;coWorker;None;1;v-close;<2 years;2;2;2;4;6
8;1;casual;occasional;you;receiving;30;Female;friend;None;1;v-far;2-5 years;4;3;4;1;6
4;1;casual;occasional;other;giving;26;Female;coWorker;None;1;v-close;<2 years;2;2;2;4;6
34;1;work;occasional;you;receiving;64;Male;supervisor;Higher;1;v-close;5-10 years;4;4;3;2;1
5;1;work;regular;none;neither;35;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;6
-1;0;family;regular;none;neither;29;Female;partner;None;2;v-close;5-10 years;5;5;5;1;5
-1;0;family;occasional;you;neither;29;Female;partner;None;2;v-close;5-10 years;5;5;5;1;4
2;0;sport;occasional;other;neither;32;Female;other;Higher;1;v-close;<2 years;2;3;2;3;5
34;1;casual;occasional;you;receiving;64;Male;supervisor;Higher;1;v-close;5-10 years;4;4;3;2;5
34;1;casual;occasional;other;giving;64;Male;supervisor;Higher;1;v-close;5-10 years;4;4;3;2;2
5;1;casual;occasional;none;neither;35;Male;coWorker;Lower;-2;v-close;2-5 years;3;3;2;2;2
36;0;work;occasional;you;receiving;65;Female;supervisor;Higher;1;v-close;<2 years;1;2;1;4;5
35;0;family;regular;none;neither;64;Female;parent;Higher;2;far;>10 years;4;4;3;2;6
35;0;family;occasional;you;neither;64;Female;parent;Higher;2;far;>10 years;4;4;3;2;1
35;0;family;occasional;other;neither;64;Female;parent;Higher;2;far;>10 years;4;4;3;2;4
36;0;sport;regular;none;neither;65;Female;supervisor;Higher;1;v-close;<2 years;1;2;1;4;6
15;1;casual;regular;none;neither;44;Male;supervisor;Higher;2;v-close;<2 years;2;5;3;3;6
-5;0;casual;occasional;other;giving;24;Female;other;Lower;-2;v-close;2-5 years;3;1;1;4;6
-5;0;casual;occasional;none;neither;24;Female;other;Lower;-2;v-close;2-5 years;3;1;1;4;3
22;1;work;occasional;other;giving;55;Male;supervisor;Higher;1;v-far;5-10 years;4;2;3;3;4
2;1;work;regular;none;neither;35;Male;coWorker;None;-1;v-close;2-5 years;3;3;1;2;4
9;1;family;occasional;you;neither;42;Male;sibling;None;1;close;>10 years;4;3;3;3;5
9;1;family;occasional;other;neither;42;Male;sibling;None;1;close;>10 years;4;3;3;3;4
4;1;sport;regular;none;neither;37;Male;friend;None;2;v-close;5-10 years;5;4;5;1;3
2;1;casual;regular;none;neither;35;Male;coWorker;None;-1;v-close;2-5 years;3;3;1;2;2
-9;1;casual;occasional;you;receiving;24;Male;neighbour;None;0;v-close;<2 years;2;2;2;2;3
4;1;casual;occasional;other;giving;37;Male;friend;None;2;v-close;5-10 years;5;4;5;1;4
3;1;work;occasional;other;giving;33;Female;friend;None;1;v-far;2-5 years;3;4;4;1;6
5;1;work;occasional;you;receiving;35;Female;supervisor;Higher;1;v-close;2-5 years;3;3;3;3;5
5;1;work;regular;none;neither;35;Female;supervisor;Higher;1;v-close;2-5 years;3;3;3;3;5
5;0;family;regular;none;neither;35;Male;sibling;None;2;v-close;>10 years;5;4;5;2;6
5;1;sport;occasional;other;neither;35;Female;supervisor;Higher;1;v-close;2-5 years;3;3;3;3;5
5;1;casual;regular;none;neither;35;Female;supervisor;Higher;1;v-close;2-5 years;3;3;3;3;6
15;1;casual;occasional;you;receiving;45;Female;coWorker;None;1;v-close;2-5 years;2;2;2;2;6
5;1;casual;occasional;other;giving;35;Female;supervisor;Higher;1;v-close;2-5 years;3;3;3;3;5
37;1;work;occasional;other;giving;70;Male;other;None;-1;v-close;2-5 years;3;2;2;2;3
15;0;work;regular;none;neither;48;Female;coWorker;None;1;v-close;5-10 years;2;2;;4;4
-7;0;family;occasional;you;neither;26;Female;partner;None;2;v-close;5-10 years;5;5;4;4;6
-7;0;family;occasional;other;neither;26;Female;partner;None;2;v-close;5-10 years;5;5;4;4;4
2;1;sport;occasional;other;neither;35;Male;friend;None;2;v-far;>10 years;5;2;4;1;2
15;0;casual;regular;none;neither;48;Female;coWorker;None;1;v-close;5-10 years;2;2;;4;5
19;1;casual;occasional;you;receiving;52;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;4;5
37;1;casual;occasional;other;giving;70;Male;other;None;-1;v-close;2-5 years;3;2;2;2;3
11;0;work;occasional;other;giving;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;4
11;0;work;occasional;you;receiving;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;3
11;0;work;regular;none;neither;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;4
11;1;family;regular;none;neither;70;Male;partner;None;1;v-close;>10 years;5;5;4;5;5
11;0;sport;regular;none;neither;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;5
11;0;sport;occasional;other;neither;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;4
11;0;casual;occasional;other;giving;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;4
11;0;casual;occasional;none;neither;70;Female;supervisor;Higher;1;far;>10 years;3;2;3;3;5
-9;1;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;<2 years;3;4;3;3;6
24;0;family;regular;none;neither;78;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;6
24;0;family;occasional;you;neither;78;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;5
24;0;family;occasional;other;neither;78;Female;parent;Higher;2;v-close;>10 years;5;4;3;2;6
-9;1;sport;regular;none;neither;45;Male;supervisor;Higher;1;v-close;<2 years;3;4;3;3;6
-2;1;sport;occasional;other;neither;52;Male;groupMember;None;-1;close;2-5 years;3;3;3;1;4
-3;0;casual;occasional;you;receiving;51;Female;coWorker;Lower;0;v-close;>10 years;2;3;3;1;6
-2;1;casual;occasional;none;neither;52;Male;groupMember;None;-1;close;2-5 years;3;3;3;1;6
-1;1;work;occasional;other;giving;38;Female;friend;None;2;v-close;>10 years;5;5;5;1;2
8;1;work;regular;none;neither;47;Female;supervisor;Higher;-1;v-close;5-10 years;3;4;1;2;6
9;1;family;regular;none;neither;48;Female;sibling;None;1;v-far;>10 years;4;3;2;2;6
9;1;family;occasional;you;neither;48;Female;sibling;None;1;v-far;>10 years;4;3;2;2;3
-1;1;sport;occasional;other;neither;38;Female;friend;None;2;v-close;>10 years;5;5;5;1;6
-1;1;casual;occasional;you;receiving;38;Female;friend;None;-1;close;>10 years;5;1;4;1;6
11;0;casual;occasional;other;giving;50;Male;other;Higher;0;v-far;<2 years;2;2;3;4;4
-1;1;casual;occasional;none;neither;38;Female;friend;None;-1;close;>10 years;5;1;4;1;6
35;1;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;2-5 years;3;4;3;2;3
35;1;work;regular;none;neither;60;Male;supervisor;Higher;1;v-close;2-5 years;3;4;3;2;6
10;0;family;regular;none;neither;35;Female;sibling;None;1;v-close;>10 years;4;4;4;1;6
10;0;family;occasional;you;neither;35;Female;sibling;None;1;v-close;>10 years;4;4;4;1;6
5;0;sport;regular;none;neither;30;Female;friend;None;1;v-close;<2 years;3;3;4;1;6
4;1;sport;occasional;other;neither;29;Male;friend;None;1;close;>10 years;2;3;4;1;3
5;0;casual;regular;none;neither;30;Female;friend;None;1;v-close;<2 years;3;3;4;1;3
4;1;casual;occasional;none;neither;29;Male;friend;None;1;close;>10 years;2;3;4;1;5
3;0;work;occasional;other;giving;60;Male;supervisor;Higher;1;v-close;5-10 years;3;4;2;4;1
-27;1;work;regular;none;neither;30;Female;coWorker;Lower;-2;v-close;5-10 years;2;3;1;1;3
3;0;family;regular;none;neither;60;Male;partner;None;1;v-close;>10 years;5;5;3;1;6
3;0;family;occasional;other;neither;60;Male;partner;None;1;v-close;>10 years;5;5;3;1;6
5;1;sport;regular;none;neither;62;Female;friend;None;1;v-close;5-10 years;4;3;4;1;5
3;0;sport;occasional;other;neither;60;Male;supervisor;Higher;1;v-close;5-10 years;3;4;2;4;1
5;1;casual;occasional;you;receiving;62;Female;friend;None;1;v-close;5-10 years;4;3;4;1;6
-27;1;casual;occasional;other;giving;30;Female;coWorker;Lower;-2;v-close;5-10 years;2;3;1;1;6
-21;1;work;occasional;other;giving;48;Male;neighbour;None;0;v-close;5-10 years;2;1;;4;1
22;0;family;regular;none;neither;91;Female;parent;None;2;v-far;>10 years;5;4;2;1;6
22;0;family;occasional;you;neither;91;Female;parent;None;2;v-far;>10 years;5;4;2;1;1
22;0;family;occasional;other;neither;91;Female;parent;None;2;v-far;>10 years;5;4;2;1;1
1;1;sport;occasional;other;neither;70;Male;supervisor;Higher;0;v-far;2-5 years;2;1;;4;4
1;1;casual;regular;none;neither;70;Male;supervisor;Higher;0;v-far;2-5 years;2;1;;4;4
-2;1;casual;occasional;you;receiving;67;Male;other;None;-1;close;2-5 years;3;1;2;;3
-2;1;casual;occasional;other;giving;67;Male;other;None;-1;close;2-5 years;3;1;2;;3
2;1;work;occasional;other;giving;27;Male;coWorker;Lower;-1;v-close;2-5 years;3;3;3;3;5
13;1;work;regular;none;neither;38;Male;supervisor;Higher;1;v-close;2-5 years;3;3;3;4;6
-5;1;family;occasional;you;neither;20;Male;sibling;Higher;2;far;>10 years;4;4;4;2;2
-5;1;family;occasional;other;neither;20;Male;sibling;Higher;2;far;>10 years;4;4;4;2;4
-2;0;casual;regular;none;neither;23;Female;friend;None;0;far;2-5 years;2;2;2;3;4
-2;0;casual;occasional;you;receiving;23;Female;friend;None;0;far;2-5 years;2;2;2;3;5
13;1;casual;occasional;other;giving;38;Male;supervisor;Higher;1;v-close;2-5 years;3;3;3;4;5
-2;0;casual;occasional;none;neither;23;Female;friend;None;0;far;2-5 years;2;2;2;3;5
7;0;work;occasional;other;giving;55;Male;supervisor;Higher;1;v-close;2-5 years;2;1;1;1;2
7;0;work;regular;none;neither;55;Male;supervisor;Higher;1;v-close;2-5 years;2;1;1;1;1
16;1;family;occasional;you;neither;64;Female;sibling;None;-1;v-close;>10 years;4;2;3;2;6
16;1;family;occasional;other;neither;64;Female;sibling;None;-1;v-close;>10 years;4;2;3;2;4
-2;1;sport;regular;none;neither;46;Female;friend;None;2;v-close;>10 years;3;3;3;3;6
